f 0
f 1
f 2
-50.9211 -29.6996  40.9355
-51.7296 -35.8742  8.46088
  -61.3435   -34.3042 -0.0154942
-67.6427 -42.0891  139.142
-71.8937 -41.8673  143.431
-71.0868 -43.1634  150.257
-63.2944 -46.3458  149.712
-73.1342 -36.6223   147.89
-65.7752 -28.0504  149.621
-46.9019 -62.3296  2.59263
-48.7945 -38.4558 0.461486
p 2 -48.916 44.2756
-36.6225  33.4212  87.0376
-37.9843  33.7348  104.963
-39.3776   33.989  122.891
-40.7699   34.245  140.826
-40.6599  29.3449  141.009
-40.3068  15.9607  141.226
 -38.45 11.3311 115.229
-40.6897  6.61573  90.3394
-41.1314  5.67097  85.3626
-42.0149  3.78144   75.409
-41.5419   10.783  79.2685
-40.8854  39.1433  140.842
-41.153 52.5068 140.638
-37.9574  53.6411  114.686
-47.1122  53.6618  91.7117
-48.9431   53.666  87.1169
-52.6051  53.6743  77.9272
-50.0377  47.7881  82.2233
-37.0715  23.2101  87.1818
-49.6015  21.1452  43.1395
-52.895 18.8611 2.59398
-65.8837  18.9064 -6.60258
-36.1529  43.6267  86.8998
-42.0278  43.9514  41.4933
-33.4549  42.9513  1.71195
-43.2292  43.6664 -10.8169
-51.3066  34.2337  153.858
-nan -nan -nan
-nan -nan -nan
-40.0448  26.4732  163.898
-nan -nan -nan
-39.6914  43.5282  161.472
-49.6568  18.0819 -7.85793
 -27.361  42.3869 -7.38343
p -4 161.509 -308.888
f 4
p 1 -47.4521 -64.9425
-48.7213 -35.5685  82.6192
-51.0384 -36.3587  98.2359
 -53.348 -37.2835   113.83
 -55.661 -38.2372  129.395
-54.3933 -41.9614  129.546
-50.3459   -53.55  129.578
-42.9446 -58.2081  106.846
-51.7208 -52.9868  85.1333
-54.0353 -51.5479  80.8926
-58.6642   -48.67   72.411
 -52.271 -45.7018  75.9212
-57.0524 -34.5535  129.587
 -61.623 -23.1534  129.569
-63.3601  -23.779  104.255
-77.6414 -35.3349  85.4739
-81.1712 -38.3563  82.8591
-88.2309  -44.399  77.6295
-80.2155 -45.8534  79.3607
-45.9356 -44.1933  82.7702
-46.4255 -48.9378  42.4022
-48.1948 -57.8824   10.618
-58.0617  -57.042  2.33078
-51.8317 -27.0779  82.4786
-50.9045 -28.6533   40.896
-51.9871 -34.7259  8.41029
 -61.6728  -33.1312 0.0207245
-67.5219 -40.8987  139.298
-71.6899 -40.5975  143.617
-70.8285  -41.913  150.393
-62.9231 -44.7465  150.065
-72.7596 -35.3635  148.073
-65.4311 -26.7558  149.788
-45.4956 -61.1441  2.78566
-49.1195 -37.2817 0.378233
p 2 -50.9853 41.4758
-37.9374  32.4618  87.2027
-39.3346  32.7008  105.112
-40.7631  32.9005  123.021
-42.1909  33.1023  140.936
-42.2251  28.2049  141.093
-42.2715  14.8054  141.241
-40.7314  10.2918  115.181
-43.2688  5.97161  90.2335
-43.7628  5.10386  85.2467
-44.7507  3.36834  75.2729
-43.9567  10.2788  79.2024
-42.1628  37.9956  140.976
-42.0313  51.3696  140.848
-39.3386  53.1801  114.851
-49.2638   54.304  92.1961
-51.2488  54.5288  87.6651
-55.2189  54.9783  78.6033
-52.6175  48.8702  82.5723
-38.6587  22.2639  87.2838
-51.188 20.8649 43.1848
-54.1705  18.9748  2.56886
-67.0846  19.3836 -6.74198
-37.1956   42.653  87.1312
-42.8357  43.7647   41.669
-33.7759  42.9202  1.95134
-43.3559  44.1239 -10.7114
-52.435 33.6896 154.094
-nan -nan -nan
-nan -nan -nan
-41.5542  25.5106  163.906
-nan -nan -nan
-40.229 42.2795 161.706
-50.8584  18.2085 -7.86892
-27.5769  42.2435 -7.07739
p 3 -39.4016 91.878
-38.7317  100.066  80.1066
-39.1202  99.4483  98.4242
-39.4022  98.8776  116.738
-39.6814  98.2919  135.039
-35.2661  100.635  135.279
-24.6008  106.315  135.679
-22.9701  109.785  108.154
 -17.51 104.623 82.5113
-16.4342    103.6  77.3775
-14.2825  101.554    67.11
-21.1656  99.8424   71.596
-44.1172  95.9518  135.008
-54.8067  90.2862  134.619
-56.4534  86.5834  107.129
-56.2811  79.6644  81.3208
-56.2351  78.2595  76.1646
-56.143 75.4499 65.8522
-50.4053  79.5667  70.3279
-29.7228  105.007  80.4563
-27.6499  109.766  42.7273
-25.7409  115.122  12.5687
-20.7546  108.513  3.90287
 -47.75  95.118 79.7607
-41.2126  89.4589  42.8005
 -39.57 92.2069  12.278
-34.5341  84.9467  4.18075
-37.6162  88.9504   147.59
-37.247 87.5645 152.336
-34.1934  90.1193  156.471
-30.8583  100.361  156.286
-40.1197   89.718  156.814
-47.6941  97.0318  156.336
-26.7666  119.111  5.40452
-40.7012  95.5429  4.80285
p -4 159.592 -308.75
f 5
p 1 -47.464 -64.9367
-50.7114 -35.3013  82.2428
-53.0185 -35.9639  97.8883
-55.3224 -36.7262  113.509
-57.6252 -37.5033  129.095
-56.3482  -41.244  129.283
-52.3152 -52.8151  129.446
-45.1717 -58.1851  106.206
-56.9837 -50.9622  85.1193
-59.3462 -49.5176  80.9021
 -64.071 -46.6284  72.4675
-57.6481  -43.647  75.9263
-59.0146 -33.7961  129.241
-63.4811  -22.388  129.091
 -65.226 -23.6541  103.808
-79.4137 -35.0519  84.8565
-82.9513 -38.0478  82.2215
-90.0265 -44.0396  76.9514
-82.1352 -45.7007  79.0363
-47.8092 -43.8882  82.4652
 -48.008 -48.3221  41.9361
-49.4922 -57.0143  10.0771
-59.3079 -56.1869  1.73367
-53.8569 -26.8167    82.03
-52.8679 -28.3043  40.4777
-54.0839 -33.8974  7.92016
 -63.8232  -32.2472 -0.390512
-69.3522 -40.4864  138.942
-73.4976 -40.3606  143.209
-72.6161 -41.6718  149.912
-64.6911 -44.3556  149.519
-74.7516 -35.2462  147.648
-67.7702  -26.542  149.378
 -46.715 -60.1874  2.23852
 -51.2428  -36.3118 -0.162107
p 2 -52.0272 39.6912
-39.4963  31.1109   86.956
-40.6967  31.2595  104.851
-41.922 31.3925 122.748
-43.1501  31.5328  140.653
-43.3725  26.6407  140.778
-43.945 13.2216 140.857
-43.0913  9.28076  114.605
-47.5106  5.96274  89.6773
-48.3947   5.2992  84.6918
-50.1628  3.97215  74.7207
-48.7398  10.7051  78.8209
-42.9338  36.4189  140.723
-42.3183  49.8139  140.667
-39.8697  52.2567  114.594
-51.2036  53.0524  92.4323
-53.4704  53.2115  87.9999
-58.004 53.5298 79.1351
-54.7168  47.5269  82.8358
-40.5788  20.9463  86.9734
-52.3606   19.877    42.67
-54.2423   18.068  1.98436
-66.8804  18.7906 -7.67117
-38.4055   41.269  86.9537
-43.5813  43.3333  41.4898
-33.1859    42.73   2.1032
-42.2976  44.4991 -10.8287
-53.1752  32.5007  153.912
-nan -nan -nan
-nan -nan -nan
-42.9144  23.7411   163.85
-nan -nan -nan
-40.536 40.5178 161.486
-50.6614  17.2263 -8.35922
-26.7247  41.9539 -6.73289
p 3 -40.7337 91.2385
-37.8962  96.7799  81.0799
-38.7988  96.4744  99.1522
-39.6315  96.2035  117.221
-40.4556  95.9132  135.278
-36.0309  98.0929  135.609
-25.1064  103.497  136.293
-23.6281    107.4   108.79
-18.2994  102.036   83.133
-17.2504  100.973  77.9962
-15.1525  98.8472  67.7224
-22.0894  97.3134  72.2236
-44.9198  93.7403  135.145
-55.8762  88.3572  134.464
-56.2308   83.868  107.013
-54.9699  76.4781  81.3378
-54.7179  74.9737  76.2101
-54.214  71.965 65.9547
-48.6119  76.0377  70.6105
-28.8176  101.494  81.6141
-26.2035  106.861  44.1466
-24.282 114.036 14.3315
-19.5172  107.836  5.23027
-46.9798  92.0631  80.5461
-40.9294  86.8876  43.6354
 -39.66 90.8541 13.1926
-35.0554   83.733  4.70366
-38.8448   86.521   147.88
-38.5783  85.2031   152.65
-35.3949  87.6452  156.752
-31.4813  97.7019  156.535
-41.3341  87.6052  157.073
-48.5728  95.2763  156.618
-25.2297  118.494  7.42693
-40.7718  94.5499   5.8747
p -4 157.158 -308.025
f 6
p 1 -47.4615 -64.9292
-52.1708 -35.3154  81.7994
-54.4922 -35.8906  97.4433
-56.8194 -36.5431  113.069
-59.1425 -37.1968  128.672
-57.8807 -40.9925  128.876
-54.0143 -52.5797  129.109
-47.3346 -58.0305  105.719
-59.2779 -50.9982  84.6255
-61.6666 -49.5918  80.4068
-66.4439 -46.7788  71.9696
-60.0243 -43.7349  75.3895
-60.5089 -33.4309  128.785
-64.7634 -21.9858  128.573
-66.6607 -23.2262  103.268
-81.1273 -34.0204  84.1841
-84.7578 -36.8918  81.5374
-92.0187 -42.6344   76.244
-84.2103  -44.583  78.3889
-49.1957  -43.871  82.0631
-49.1322  -48.091  41.3995
-49.9163 -56.7697  9.52171
-59.6226 -56.1864  1.03669
-55.3045 -26.8264  81.5453
-53.9653 -28.2259  39.8823
-55.1877 -33.6542  7.30681
 -64.9824   -32.142 -0.959099
-70.7524 -40.5183  138.436
-74.8651 -40.6298  142.672
 -73.924 -41.9404  149.313
-65.9482   -44.61  148.936
-76.3547 -35.6574  147.118
-69.5946 -26.8385  148.872
-46.9422  -59.857  1.72413
 -52.3303  -35.9678 -0.796378
p 2 -52.4831 38.238
-42.3629  29.5532  86.5394
-43.0911   29.673  104.576
-43.8265  29.7971  122.614
-44.5721    29.93  140.656
-45.0079  25.0185  140.775
-46.1696  11.5568  140.852
-46.2097  8.07391  114.317
-52.9816   5.8506  89.5806
-54.3377  5.40682  84.6333
-57.0499  4.51927  74.7387
-54.791   11.05 78.9075
-44.1309  34.8343  140.733
-42.942 48.2699 140.689
-40.6521  51.2676  114.295
-50.1296  51.6994  90.6314
-52.6111  51.6911  86.2346
-57.5742  51.6745   77.441
-53.7849   45.812  81.1107
-43.8521  19.4075  86.5512
-53.29 18.949 41.852
-54.0267  17.5227  1.23708
-66.3052  18.8297 -8.73987
-40.874 39.6958 86.5414
-44.0436  42.6071   41.143
-32.1631  42.1702  2.38528
-40.5927   44.526 -10.8094
-54.3751  31.1921  154.009
-nan -nan -nan
-nan -nan -nan
-44.4342  21.7564  163.683
-nan -nan -nan
-41.4838   38.591  161.681
-50.1962  16.6168 -8.97747
-25.4097  41.2453 -6.14324
p 3 -42.5388 89.8424
-38.2052  93.4906  81.5225
-39.4224  93.5554  99.3929
-40.6232  93.6427  117.263
-41.8219  93.7266  135.133
-37.3759  95.7793   135.49
-26.3238  101.032  136.279
-25.0837  105.254  108.977
-20.746 100.337 83.2002
-19.9017  99.3733  78.0354
-18.2131  97.4466  67.7059
-25.0414  96.2145  72.3101
-46.3604  91.7399   134.98
-57.5933   86.569  134.153
-55.1348  79.6624  107.404
-51.4598  72.0125  82.0536
-nan -nan -nan
-nan -nan -nan
-nan -nan -nan
-29.1116  98.1394  82.1003
-26.3229  103.753  44.5162
-24.9116  112.523  14.7009
-20.0985  106.796  5.12861
-47.312 88.8291 80.9419
-42.9157  84.5459  43.5892
-43.7306  90.3375  13.0335
-39.7778  83.5961  3.73155
-40.5609  84.4404  147.887
-40.4854  83.2798  152.688
-37.6678  85.9957  156.859
-33.6004  96.0664  156.699
-43.5864  85.6503  156.868
-49.5743  94.9754  156.878
-26.0455  117.355   7.9532
-45.3198  94.5151  5.94899
p -4 155.081 -307.202
f 7
p 1 -47.4767 -64.9262
-49.5857 -37.2413  82.5265
-51.9919 -37.7312  98.1205
-54.4082 -38.3329  113.699
-56.8293 -38.9718   129.26
-55.5351 -42.7331  129.484
-51.4782 -54.2357  129.801
-44.5127 -59.1515  107.018
-53.2982  -54.358  85.3363
-55.6984 -52.9744  81.1133
-60.4988  -50.207  72.6673
-54.0402 -47.1721  76.0314
-58.2341 -35.2341  129.356
-62.6915 -23.8779  129.063
-63.9511 -23.8632  104.134
-76.5731 -32.7082  84.0791
-80.2314 -35.5593  81.4511
-87.5482 -41.2614  76.1953
 -79.686 -43.1852  78.1514
-46.7312 -45.8489  82.8721
-46.9247 -50.5816  42.4958
-45.1598 -60.2717  11.0596
-54.2635 -60.4458  1.97154
-52.5735 -28.6906  82.1886
-51.3094 -30.6948  40.9928
-51.3789 -36.6221  8.58731
 -60.9322  -35.5464 0.0385999
-68.3735 -42.5855  138.947
-72.4481  -42.851  143.185
-71.4389 -44.1612  149.794
-63.3571 -46.5803  149.585
-74.0721 -37.9689   147.65
-67.7861 -29.0139  149.349
-41.5369 -63.4438  3.61016
-48.2178 -38.9564 0.635076
p 2 -52.675 36.6237
-44.3723  28.2899  86.6059
-44.9061  28.3046  104.697
-45.4448  28.3033  122.787
-45.9834  28.3019  140.878
-46.6705  23.4053  140.957
-48.5318  9.95813  140.924
-49.234  6.7257 114.252
-57.9499  5.69405  89.9598
-59.6869  5.48406  85.1012
-63.1609  5.06404   75.384
-60.0149  11.2717  79.4862
-45.2926  33.1957  140.995
-43.4109  46.6245  141.047
-41.4547  49.9336  114.502
-50.6558  51.2785   90.585
-53.1497  51.4058  86.1551
-58.1376  51.6604  77.2953
-54.6253  45.5627  80.9804
-46.3223  18.1979  86.5632
-53.9107  18.4689  41.6332
-54.0218  17.4681  1.15233
-65.9856  19.4329 -8.99559
-42.4216  38.3797  86.6587
-44.2801  41.9185  41.3412
-32.2697  41.7357  2.75464
-40.5071  44.5619 -10.4056
-55.311 31.4377 154.321
-nan -nan -nan
-nan -nan -nan
-47.7155  19.7151  163.918
-46.6344  34.6297  158.083
-41.2724  35.5584  162.244
-50.0626  16.4774  -8.9565
-25.5183  40.7319 -5.71944
p 3 -44.3747 88.7271
-39.3453  92.4752  82.3805
-40.6466  92.5381  100.077
-41.9525  92.6404  117.786
-43.2892  92.7847  135.514
-38.8037  94.6886    135.9
-27.6134  99.5887  136.742
-26.2194  104.074  109.668
-22.1534  99.3798  83.9863
-21.3424  98.4434  78.8486
-19.7205  96.5707  68.5731
-26.5483  95.6032  73.1067
-47.8703  90.9473  135.322
-59.2662  86.0805  134.383
-55.8991  78.1106  108.107
-51.0464  68.8923  83.4982
-50.0758  67.0487  78.5765
-48.1347  63.3614  68.7329
-43.1068  67.4488   73.997
-30.2236  96.8067  82.9822
-27.659 102.045 44.4997
-27.0261  112.012  14.6153
-22.4426  106.552  4.58602
-48.4887  88.1107  81.7659
-45.785 84.7162 43.3982
-48.3949  92.1137  12.8813
-45.2062    85.65  2.90841
-42.189 84.1023 148.628
-42.2402  83.1834  153.455
-39.5988  86.1256  157.546
-34.8982  96.0904  157.191
-45.4786  85.6948  157.401
-51.5575  94.8699  156.782
-28.343 117.154 7.99696
-50.3277  96.7341  6.03324
p -4 153.333 -306.335
f 8
p 1 -47.4941 -64.9255
-48.1405 -37.8113  82.7918
-50.5351 -38.3183  98.3422
-52.937 -38.959 113.886
-55.3532 -39.6568  129.423
-53.9242  -43.316  129.654
-49.3744 -54.7018  130.088
-42.1572 -59.6985  107.546
-50.6731 -54.9711  85.7834
-53.0777   -53.53  81.5802
-57.8869 -50.6478   73.174
-51.2948 -47.8038  76.4507
 -56.918 -36.0161  129.513
-61.9819 -24.8044  129.128
-63.1514 -24.5198  104.227
-76.2666 -33.5505  84.5775
-79.9635 -36.3914  81.9911
-87.3573 -42.0734  76.8183
-79.4989 -44.0473  78.7453
 -45.071 -46.3252  83.2266
-45.6023 -50.9672  42.9429
-41.1446 -61.0879  12.0288
-49.4944 -61.7399  2.32066
 -51.324 -29.3581  82.3566
-49.8787 -31.4047  41.2279
-48.8111 -37.5953  9.00185
-58.0799 -36.7976 0.178859
-66.8342 -43.5026  139.128
 -70.841 -43.7433   143.43
-69.7227 -44.9724  150.036
-61.5284 -47.0174  149.963
-72.4246 -38.8209  147.864
-66.3706 -29.5455  149.512
-36.8753  -64.244  4.96007
-45.3656 -39.9247  1.20082
p 2 -52.7924 34.4613
 -46.03 27.5544 86.6515
-46.4052   27.328  104.739
-46.7835  27.0765  122.826
-47.1612  26.8247  140.913
-48.2006  21.9948  140.925
-51.0311  8.70796  140.717
-51.7173  5.29829  114.059
-61.3213  5.49851  90.0607
-63.2417   5.5386  85.2612
-67.0825  5.61879  75.6622
-63.1985  11.4033   79.717
-46.1122  31.6505  141.098
-43.2442  44.9113  141.323
-42.1626  49.0012  114.837
-50.4347  52.2707   90.661
-nan -nan -nan
-nan -nan -nan
-nan -nan -nan
-48.6263  17.6005   86.486
-54.1341  18.0629  41.3945
-53.9698  17.1767 0.996184
-65.6871  19.9435  -9.2128
-43.4279  37.5053   86.824
-44.6311  41.9325  41.6942
-33.4232  42.0462  2.96189
-41.7087  45.7026 -9.91904
-55.834 31.1835 154.518
-nan -nan -nan
-nan -nan -nan
-50.2807  18.0889  163.098
-46.2821  33.1977  158.696
-41.4465  32.3912  162.714
-50.0172  15.9599 -9.07154
-26.9253  40.8652 -5.65518
p 3 -46.3598 87.5632
-39.6152  87.9339  81.5079
-41.1394  88.3962  99.0522
-42.5763  88.8377   116.58
-43.933 89.1694 134.071
 -39.52 91.0874 134.443
-28.3728  96.1168  135.226
-26.7062  100.144  108.158
-22.4667  95.1904  82.6072
-21.6297  94.2116  77.4912
-19.9556  92.2541  67.2591
-26.7813  91.2688  71.7715
-48.3964  87.2724  133.868
-59.6843  82.2553  133.023
-56.9167  74.5672  106.677
-51.793 64.4701 82.4955
-50.7683  62.4507  77.6592
-48.7188  58.4118  67.9865
-43.7649  62.7169  73.1352
-30.5504  92.4098  82.1346
-27.3713  97.4323  44.2432
-27.2804  108.645  14.4027
-22.756 103.545 3.98674
-48.6953  83.4299  80.8705
-46.1073  80.3947  42.9215
-49.1787  88.6902  12.2958
-45.9848  82.4711  1.99573
-43.0452  81.0448  147.465
-43.2172  80.4024  152.337
-40.6522  83.5603  156.318
-36.6335  93.5542  155.454
-46.533 83.1534 156.057
-52.537 92.3162  154.77
-28.7582  114.082  7.92775
-51.2671  93.5284  5.52054
p -4 152.125 -305.64
f 9
p 1 -47.528 -64.9294
-47.4274 -38.3821  82.9006
-49.7901 -38.8585   98.573
-52.1605 -39.4723  114.223
-54.5505 -40.1574   129.84
-53.1004 -43.8062  130.092
-48.3611 -55.2759  130.584
-41.0174 -60.6345  107.968
-49.6766 -55.9497  86.1594
-52.1216 -54.5296  81.9663
-57.0117 -51.6894  73.5802
-50.3298 -48.8912  76.7313
-56.1333 -36.5261   129.93
 -61.346 -25.2382   129.48
 -62.195 -24.8629  104.494
-75.2968 -33.7188  84.7272
-79.0344 -36.5413  82.1662
-86.5097 -42.1862  77.0441
-78.6647   -44.24  78.9848
  -44.43 -46.9488  83.3805
-45.0349 -51.8914  43.3548
-38.0481 -62.4488   13.205
-45.6251 -63.6213  2.99326
-50.6133 -29.9003   82.432
-48.9562 -31.9651  41.4873
-47.1397 -38.0643  9.41264
-56.2079 -37.4306 0.444254
 -66.015 -44.0123  139.583
-69.9774 -44.1629   143.93
   -68.8 -45.3156  150.538
-60.5304 -46.8853  150.626
-71.4723 -39.1707  148.314
-65.4461 -29.7925  149.872
-33.1935 -65.5771  6.55897
-43.5114 -40.3086  1.71057
p 2 -52.8837 31.9508
-47.2803   26.498  87.1231
-47.6538  26.0917  105.178
-48.0242  25.6748  123.232
-48.3859  25.2532  141.286
-49.681 20.4894 141.248
-53.2258  7.37799  140.895
-53.7394  3.90767   114.25
-64.1758  5.53323  90.6445
-66.2612  5.84904  85.9186
-70.4322  6.48068  76.4668
-65.9293  11.8154  80.4878
-47.0803  30.0095  141.519
-43.5118  43.0958  141.883
-41.6006  46.5667  115.362
-52.0365  48.2716  91.9594
-54.888 48.5074 87.7459
-60.5912   48.979  79.3189
-56.7853  42.7863  82.5532
-50.3413  16.6769  86.8423
-54.1166  17.3935  41.7443
-53.7119  16.8018  1.45199
-65.1571  20.2324 -8.79543
-44.2191  36.3185  87.4067
-44.9662  41.4681  42.5076
-34.7045  42.0963  3.63265
-43.1119  46.3972 -8.91532
-57.3198  29.2506  154.827
-nan -nan -nan
-nan -nan -nan
-50.859 16.4229 163.703
-nan -nan -nan
-41.5086  31.8366  161.898
-49.7586  15.4572 -8.56608
 -28.483  40.8725 -5.14458
p 3 -48.9642 84.87
-40.6492  85.4635  81.6618
-42.2756  86.2707  99.1427
-43.7816   87.093  116.618
-45.2289   87.835  134.074
-40.8977  89.8918  134.425
-29.7616   95.331  135.188
-28.0656  98.5726  107.994
-23.759 93.9849 82.3706
-22.9005  93.0696  77.2447
-21.1835  91.2392  66.9928
-27.9701  89.9601  71.5276
-49.6406  85.8357  133.902
-60.948 80.4601 133.079
-58.1618  72.3916   106.83
-53.3808  62.0759  82.6675
-52.4246  60.0128   77.835
-50.5122  55.8865  68.1699
-45.4879  60.2447  73.2059
-31.7328  90.1577  82.2615
-27.889 94.3288 44.0159
-27.531 105.549 13.9955
-22.7977   100.45  3.59126
-49.5921   80.746  81.0484
-46.7609  78.1576  43.1428
-49.739 87.6046 12.6609
-46.564 81.6953 2.09415
-44.5226  80.0695  147.768
  -44.8 79.5349 152.651
-42.2647  82.7415  156.616
-37.3199  92.5633  155.692
-48.1475  82.4159  156.246
-53.9879  91.6407  154.644
-28.9893  110.989  7.45675
 -51.79 92.7234 6.02255
p -4 151.006 -305.047
f 10
p 2 -53.0189 29.418
-47.8565  25.2452  87.4415
-48.4083  24.7716  105.422
-48.9646  24.3067  123.402
-49.5263  23.8446  141.384
-51.0321  19.1567  141.312
-55.1589  6.22027  140.866
-54.7487  2.09001   114.44
-65.0764  4.61269  91.0126
-67.137  5.1075 86.3227
-71.2583   6.0971  76.9429
-66.2671  10.9768  80.9049
-48.0163  28.5249  141.647
-43.8839  41.4434  142.101
-40.2158  44.3018  115.795
-51.2855  44.7846  92.7115
-54.2183  44.7405  88.5469
-60.0839  44.6522  80.2175
-55.9191  38.7635  83.5774
-51.2926  15.5598  87.0705
-53.8004  16.8635  42.0643
-53.5817  17.0677  1.99212
-64.8522  21.1505 -8.07333
-44.4242  34.9323  87.8152
-44.4773   40.705   43.123
-35.1318  42.0842  4.19853
-43.6507  46.9417 -7.98697
-58.4495  27.7638  154.971
-nan -nan -nan
-nan -nan -nan
-52.618 15.0771 164.174
-nan -nan -nan
-43.8626  30.5781   163.19
-49.7516  15.7751 -8.01183
-29.1714  40.9233 -4.71194
p 1 -47.5651 -64.9334
-46.5365 -39.4982  83.1563
-48.8751 -39.9524  98.7891
-51.2221 -40.5626   114.41
-53.6004 -41.2783  130.012
-52.1112 -44.8822  130.272
-47.1148 -56.4537  130.807
-39.7345 -62.0217  108.104
-48.4374 -57.6505  86.1594
-50.9098 -56.3136  81.9519
-55.8546   -53.64  73.5368
-49.1308 -50.8031  76.5722
-55.2312 -37.6954  130.104
-60.7235 -26.3202  129.613
-62.0976 -27.0658  104.088
-77.5347 -37.7284  85.5916
-81.3125 -40.5463  83.0623
-88.8683 -46.1823  78.0038
-81.0537   -48.33  80.0361
-43.584 -48.061 83.6921
-44.2409 -53.1055  43.9088
-35.2836 -63.7803  14.5308
-42.1733 -65.2469  3.96606
-49.6499 -31.0101  82.6253
-47.5186 -33.2772  42.0325
-42.9723 -39.6465  10.4728
-51.2509 -39.3678 0.848976
-65.0781 -45.1751  139.778
-69.0222 -45.2705  144.142
-67.8206  -46.365  150.756
-59.5346 -47.6636  150.894
-70.4808 -40.2321  148.486
-64.6372  -30.774  149.954
-30.0013 -66.8497  8.25967
-38.6973 -41.8625  3.16083
p 3 -51.7491 81.1353
-41.7672  84.6391  81.8701
-43.4494  85.4789   99.372
-44.9961  86.3623  116.877
-46.5102  87.1931  134.374
-42.2184  89.3404  134.733
-31.1237  94.9773  135.533
-29.3571  97.9368  108.309
-25.0205  93.7613  82.6185
-24.1551  92.9273  77.4796
-22.4242  91.2594   67.202
-29.1763  89.7856  71.7355
-50.8614   85.078  134.195
-62.0531  79.4866  133.374
-60.6304  72.9384  106.695
-57.4208  63.5084  82.0805
-56.6965  61.5721  77.1537
-55.2478  57.6996  67.3001
-49.9737  61.8999   72.219
-32.9077  89.3967  82.4951
-27.941 92.3385 44.0537
-26.7203  102.831    13.71
-21.6526  97.4765  3.55725
-50.641 79.8742 81.2412
-47.2842  77.8275  42.8199
-49.9187  88.3618  12.5807
-46.6744  82.7837  1.82026
-45.7897  79.5869  148.117
-46.1403  79.0477  152.992
-43.7175  82.2873  156.996
-38.8984  92.1734  156.155
-49.5856  81.8794  156.529
-55.5248  91.0177  154.831
-28.0025  108.113  6.97972
-51.8783  93.7326  6.08786
p -4 150.161 -304.604
f 11
p 2 -53.2685 27.0721
-48.1604  23.6668   87.763
-48.991  23.108  105.67
-49.8286  22.5606  123.577
-50.6674  22.0138  141.485
-52.3838  17.4139  141.359
-57.1085  4.71428   140.75
  -55.314 0.0938483   114.632
-65.0451  3.61762  91.2532
-66.9875   4.3155  86.5742
-70.8725  5.71123  77.2164
-65.5616   10.121  81.2677
-48.9477  26.6018  141.801
-44.2265   39.292  142.414
